1 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
2 6.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+02
3 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
4 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
5 4.000000000000000000e+01 1.000000000000000000e+02 1.000000000000000000e+02
6 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
7 0.000000000000000000e+00 1.000000000000000000e+02 1.000000000000000000e+02
8 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
9 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
10 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
11 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
12 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
