1 1.000000000000000000e+02 1.000000000000000000e+02
2 6.000000000000000000e+01 1.000000000000000000e+02
3 8.000000000000000000e+01 1.000000000000000000e+02
4 1.000000000000000000e+02 1.000000000000000000e+02
5 2.000000000000000000e+01 2.000000000000000000e+01
6 1.000000000000000000e+02 1.000000000000000000e+02
7 0.000000000000000000e+00 4.000000000000000000e+01
8 1.000000000000000000e+02 1.000000000000000000e+02
9 4.000000000000000000e+01 4.000000000000000000e+01
10 1.000000000000000000e+02 1.000000000000000000e+02
11 1.000000000000000000e+02 1.000000000000000000e+02
12 6.000000000000000000e+01 1.000000000000000000e+02
